번호,접수번호,채취장소,의뢰자,검체유형,시료명,접수일,항목수,폼알데하이드,PM10,PM2.5,CO2,부유세균,라돈,라돈(밀폐),벤젠,톨루엔,에틸벤젠,자일렌,스틸렌,일산화탄소,염화수소,암모니아,시안화수소,페놀화합물,크롬화합물,먼지,구리화합물,질소산화물,수은화합물,카드뮴화합물,황화수소,니켈및그화합물,포름알데히드,불소화합물,아연화합물,매연,비소화합물,유류 중 황함유량,철화합물,트리클로로에틸렌,아크릴로니트릴,"1,2-Dichlorethane",Carbon tetrachloride,테트라클로로에틸렌,클로로포름,황산화물,이황화탄소,총탄화수소,납화합물
490,2792400244-02,경기 고양시 일산동구 장진천길166번길 113-13 (설문동) 드림요양원,고양시장,실내공기질/실내공기질/나,4층 413호,08-27,5/5,45.2,,,596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
491,2792400245-01,경기 고양시 일산동구 장진천길166번길 113-17 (설문동) 더지극정성요양원,고양시장,실내공기질/실내공기질/나,2층 로비,08-27,5/5,34.0,,,610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
492,2792400245-02,경기 고양시 일산동구 장진천길166번길 113-17 (설문동) 더지극정성요양원,고양시장,실내공기질/실내공기질/나,3층 로비,08-27,5/5,40.6,,,876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
493,2792400247-01,배출구 측정공,남양주시장,대기및악취/지도점검/대 기,8-8(1)-5,08-20,2/2,,,,,,,,,,,,,,,,,,2.1,,,,,,,,,,,,,,,,,,,,,,,,
494,4792400001-01,경기 양주시 남면 개나리18길 1 ,북부지원장,실내공기질/실내공기질/기타,남문중학교 통학차량,05-28,2/2,,,,1024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
495,4792400002-01,경기 양주시 옥정서로5길 121 (옥정동),북부지원장,실내공기질/실내공기질/기타,양주도담학교 통학차량,05-29,2/2,,,,985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
496,4792400003-01,경기 양주시 부흥로 1373-7 (유양동),북부지원장,실내공기질/실내공기질/기타,유양초등학교 통학차량,05-30,2/2,,,,608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
497,4792400004-01,경기 파주시 문산읍 마정로124번길 13 ,북부지원장,실내공기질/실내공기질/기타,마정초등학교 통학차량,06-03,2/2,,,,1010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
498,4792400005-01,경기 파주시 법원읍 술이홀로1333번길 69 ,북부지원장,실내공기질/실내공기질/기타,새얼학교 통학차량,06-04,2/2,,,,1036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
499,4792400006-01,경기 양주시 옥정동로 240 (옥정동),북부지원장,실내공기질/실내공기질/기타,양주유치원 통학차량,06-05,2/2,,,,872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
500,4792400008-01,경기 포천시 중앙로 87 (신읍동),,실내공기질/실내공기질/다중이용시설2,정문 앞,06-24,4/4,35.0,43.6,20.7,826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
501,4792400008-02,경기 포천시 중앙로 87 (신읍동),,실내공기질/실내공기질/다중이용시설2,스마트도서관 앞,06-24,4/4,31.7,34.4,18.9,627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
502,4792400009-01,경기 가평군 가평읍 석봉로 181 ,,실내공기질/실내공기질/다중이용시설2,정문 옆,06-24,4/4,38.6,34.8,22.5,851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
503,4792400009-02,경기 가평군 가평읍 석봉로 181 ,,실내공기질/실내공기질/다중이용시설2,우측문 부근,06-24,4/4,38.6,19.3,17.9,756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
504,4792400010-01,경기 구리시 아차산로 439 (교문동),,실내공기질/실내공기질/다중이용시설2,위생안전과 앞,06-25,4/4,34.6,15.5,5.8,818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
505,4792400010-02,경기 구리시 아차산로 439 (교문동),,실내공기질/실내공기질/다중이용시설2,건강체크존 앞,06-25,4/4,39.2,12.8,7.8,873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
506,4792400011-01,경기 남양주시 경춘로 1037 (금곡동),,실내공기질/실내공기질/다중이용시설2,1번 창구,06-25,4/4,34.4,7.8,4.0,1167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
507,4792400011-02,경기 남양주시 경춘로 1037 (금곡동),,실내공기질/실내공기질/다중이용시설2,12번 창구,06-25,4/4,36.6,7.5,7.6,1251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
508,4792400012-01,경기 연천군 연천읍 연천로 220 ,,실내공기질/실내공기질/다중이용시설2,지적조사팀 앞,06-26,4/4,50.8,15.9,11.5,735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
509,4792400012-02,경기 연천군 연천읍 연천로 220 ,,실내공기질/실내공기질/다중이용시설2,허가민원창구 앞,06-26,4/4,40.2,12.8,12.3,907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
510,4792400013-01,경기 동두천시 방죽로 23 (생연동),,실내공기질/실내공기질/다중이용시설2,18번 창구 옆,06-26,4/4,38.2,14.0,8.1,848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
511,4792400013-02,경기 동두천시 방죽로 23 (생연동),,실내공기질/실내공기질/다중이용시설2,도서대 좌측,06-26,4/4,48.0,14.1,11.0,921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
512,4792400014-01,경기 의정부시 시민로 1 (의정부동),,실내공기질/실내공기질/다중이용시설2,민원창구실,06-27,4/4,39.5,27.3,10.1,827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
513,4792400014-02,경기 의정부시 시민로 1 (의정부동),,실내공기질/실내공기질/다중이용시설2,여권창구실,06-27,4/4,50.1,30.6,24.2,730,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
514,4792400015-01,경기 양주시 부흥로 1533 (남방동),,실내공기질/실내공기질/다중이용시설2,민원과,06-27,4/4,35.4,24.4,14.7,861,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
515,4792400015-02,경기 양주시 부흥로 1533 (남방동),,실내공기질/실내공기질/다중이용시설2,토지관리과,06-27,4/4,35.2,32.2,21.1,763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
516,4792400016-01,경기 고양시 덕양구 고양시청로 10 (주교동),,실내공기질/실내공기질/다중이용시설2,5번 창구,07-01,4/4,72.2,17.6,9.6,842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
517,4792400016-02,경기 고양시 덕양구 고양시청로 10 (주교동),,실내공기질/실내공기질/다중이용시설2,농협 앞,07-01,4/4,66.7,18.4,10.1,710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
518,4792400017-01,경기 파주시 시청로 50 (아동동),,실내공기질/실내공기질/다중이용시설2,북카페,07-01,4/4,67.0,22.4,22.3,1421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
519,4792400017-02,경기 파주시 시청로 50 (아동동),,실내공기질/실내공기질/다중이용시설2,20번 창구,07-01,4/4,49.1,14.9,14.5,1083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
520,4792400018-01,경기 포천시 영중면 가영로 429-24 (주) 자연지기,북부지원장,대기및악취/지도점검/대 기,(주)자연지기,08-07,1/1,,,,,,,,,,,,,,,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,
521,4792400018-02,경기 포천시 창수면 가영로 352 포천 축협 산업협동조합,북부지원장,대기및악취/지도점검/대 기,포천 축협 산업협동조합,08-07,1/1,,,,,,,,,,,,,,,573.4,,,,,,,,,,,,,,,,,,,,,,,,,,,
